respondent_id,race,gender,sexual_orientation,education,employment,income,age,ethnicity,state
307918,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 100k 150k,86,non-hispanic,Ohio
44127,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: None,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 25k 35k,84,non-hispanic,Louisiana
38669,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,90,non-hispanic,District of Columbia
7485,What Race Ethnicity: White,Gender Identity: Woman,Skip,Highest Grade: College Graduate,Employment Status: Student,Annual Income: 35k 50k,91,non-hispanic,Virginia
74771,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 50k 75k,53,non-hispanic,Louisiana
334168,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,30,non-hispanic,Texas
59415,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 100k 150k,116,non-hispanic,South Carolina
305330,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: 25k 35k,107,non-hispanic,Iowa
321176,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: 10k 25k,36,non-hispanic,Arkansas
235071,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,27,non-hispanic,Georgia
301307,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 100k 150k,91,non-hispanic,Washington
201766,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Prefer Not To Answer,108,hispanic,Rhode Island
293010,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,33,non-hispanic,Illinois
265496,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: less 10k,116,non-hispanic,Wisconsin
70833,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 25k 35k,99,non-hispanic,Louisiana
144054,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 25k 35k,74,hispanic,Georgia
39363,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Out Of Work One Or More,Annual Income: less 10k,105,non-hispanic,Washington
20934,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Self Employed,Annual Income: 75k 100k,90,non-hispanic,Washington
16026,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Prefer Not To Answer,55,non-hispanic,Pennsylvania
366692,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 10k 25k,113,non-hispanic,New Mexico
54467,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Skip,74,non-hispanic,Nebraska
15163,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Homemaker,Skip,41,non-hispanic,Alaska
14257,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 100k 150k,72,non-hispanic,Alabama
34966,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 75k 100k,97,non-hispanic,Maryland
101327,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Skip,Employment Status: Employed For Wages,Annual Income: 100k 150k,41,non-hispanic,Oklahoma
183821,What Race Ethnicity: White,Gender Identity: Man,Skip,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 75k 100k,38,non-hispanic,New Mexico
11380,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: 10k 25k,97,non-hispanic,Mississippi
356989,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,30,non-hispanic,Iowa
62869,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 75k 100k,82,non-hispanic,North Carolina
161932,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 75k 100k,41,non-hispanic,Utah
369097,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 35k 50k,31,non-hispanic,Washington
310107,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 10k 25k,65,non-hispanic,Idaho
261997,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 75k 100k,100,non-hispanic,Montana
239414,What Race Ethnicity: Black,Gender Identity: Woman,Skip,Highest Grade: College One to Three,Employment Status: Employed For Wages,Prefer Not To Answer,58,non-hispanic,Utah
285963,What Race Ethnicity: White,Gender Identity: Woman,Skip,Highest Grade: Five Through Eight,Employment Status: Employed For Wages,Annual Income: 100k 150k,83,non-hispanic,New Mexico
185075,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 100k 150k,23,hispanic,Indiana
360631,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 75k 100k,105,non-hispanic,Kansas
343495,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 75k 100k,34,hispanic,California
198869,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 50k 75k,67,non-hispanic,Virginia
179233,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Skip,43,non-hispanic,West Virginia
188702,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 100k 150k,32,non-hispanic,New Mexico
362984,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Retired,Annual Income: more 200k,78,non-hispanic,Illinois
106327,What Race Ethnicity: Hispanic,Skip,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: 10k 25k,24,hispanic,New Mexico
82623,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 50k 75k,64,non-hispanic,Missouri
305301,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 25k 35k,63,non-hispanic,Tennessee
359613,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 35k 50k,61,non-hispanic,South Dakota
213396,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Gay,Highest Grade: Nine Through Eleven,Employment Status: Retired,Annual Income: 100k 150k,72,non-hispanic,Hawaii
49135,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 25k 35k,71,non-hispanic,Kansas
235477,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Gay,Highest Grade: Nine Through Eleven,Employment Status: Homemaker,Annual Income: 25k 35k,43,non-hispanic,Utah
163239,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Annual Income: 150k 200k,48,non-hispanic,Hawaii
68205,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Prefer Not To Answer,65,non-hispanic,Alaska
177270,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: 75k 100k,98,non-hispanic,New York
62059,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,54,non-hispanic,Ohio
168582,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: 35k 50k,101,non-hispanic,Wisconsin
130111,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Prefer Not To Answer,47,hispanic,California
49090,More than one race/ethnicity,Gender Identity: Man,Prefer Not To Answer,Highest Grade: Nine Through Eleven,Employment Status: Retired,Skip,69,non-hispanic,Delaware
42699,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work Less Than One,Prefer Not To Answer,23,hispanic,Georgia
330771,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 35k 50k,114,non-hispanic,Oregon
286220,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,99,non-hispanic,Minnesota
57,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 35k 50k,66,non-hispanic,Nevada
61107,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 25k 35k,75,hispanic,Arizona
338160,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Retired,Annual Income: 100k 150k,80,non-hispanic,West Virginia
310452,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Annual Income: 35k 50k,107,hispanic,Idaho
95346,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: One Through Four,Employment Status: Unable To Work,Annual Income: 75k 100k,44,non-hispanic,New York
276760,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Prefer Not To Answer,29,non-hispanic,Rhode Island
315979,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Prefer Not To Answer,31,hispanic,Oklahoma
71889,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 50k 75k,24,non-hispanic,Oklahoma
267263,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,26,hispanic,Oregon
277165,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Prefer Not To Answer,103,non-hispanic,South Dakota
206909,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 50k 75k,99,non-hispanic,Colorado
211552,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 75k 100k,65,non-hispanic,Arizona
209821,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,110,non-hispanic,North Dakota
159123,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Skip,72,non-hispanic,Minnesota
199160,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 75k 100k,62,non-hispanic,Minnesota
90429,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Retired,Prefer Not To Answer,92,non-hispanic,Ohio
6698,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Lesbian,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,112,non-hispanic,Oregon
328053,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Skip,33,non-hispanic,Virginia
